customer_id,name,email,phone,location,signup_date,is_premium,preferred_cuisine,total_orders,average_rating
6f5108a0-79c6-4834-b15d-2bff65d97db0,Ranveer Minhas,ranveer_minhas@gmail.com,+918848700554,Delhi,2023-03-09,True,Indo-Chinese,52,3.79
a9f5d9c3-e654-4fc0-9548-e0f8ee791ac7,Bina Vala,bina_vala@gmail.com,+912095430323,Patna,2020-02-28,False,Chinese,83,4.5
041648fb-d5bd-48b9-9c0c-ea86448409e5,Sathvik Buch,sathvik_buch@gmail.com,01012379325,Panihati,2022-12-22,True,Italian,2,3.92
eeb4fffb-8a3b-4f7a-a09d-2827452017ce,Advay Raval,advay_raval@gmail.com,+914256378131,Agartala,2020-06-14,True,Indo-Chinese,24,3.03
f3a53f8a-a6f2-4bdd-a4ff-ef71b7f9a55d,Lila Raja,lila_raja@gmail.com,+913784790559,Akola,2023-10-17,False,Italian,68,3.53
8e80d410-53c4-4fbe-8881-37dd6eef439e,Yasti Lanka,yasti_lanka@gmail.com,01861384150,Nizamabad,2021-08-26,False,Italian,27,4.38
9193a3ab-ac09-4c40-acb6-846f3886da44,Pratyush Swamy,pratyush_swamy@gmail.com,02480828920,Pune,2024-10-24,True,Indo-Chinese,30,4.67
308f0a87-48fa-4bb8-9f01-c6fea921a73e,Kabir Acharya,kabir_acharya@gmail.com,04164155452,Kirari Suleman Nagar,2021-10-01,False,Chinese,38,4.16
8a47c2bb-11bd-4e01-9129-2aa6610b8a4f,Yadavi Pandya,yadavi_pandya@gmail.com,+912264034017,Pune,2024-06-11,True,Indian,85,3.52
8918a560-68ae-47b4-b874-16bbdee5f43b,Panini Gupta,panini_gupta@gmail.com,09761415598,Morena,2020-10-13,True,Asian,63,3.69
45464654-88bf-45f5-be4c-bb013fec736e,Isaiah Dhar,isaiah_dhar@gmail.com,07920827267,Ratlam,2021-10-06,True,Italian,95,3.37
43ea9c2b-4fc5-410d-9579-38d16e112db0,Avi Thaman,avi_thaman@gmail.com,+911266200961,Tiruchirappalli,2021-04-02,False,Mexican,6,4.54
a8aa188e-3d57-4629-bce4-64f47ccd9e03,Ira Chakrabarti,ira_chakrabarti@gmail.com,09966515159,Nellore,2022-07-09,False,Italian,74,3.74
db15eea1-6051-4574-8854-fad57f102056,Hardik Ahluwalia,hardik_ahluwalia@gmail.com,05897328900,Burhanpur,2020-01-11,True,Asian,44,4.95
1cd70931-5311-4582-ad32-72bd4598a12d,Utkarsh Brahmbhatt,utkarsh_brahmbhatt@gmail.com,4418829047,Bidar,2023-08-03,False,Chinese,44,3.51
2ffde132-59bc-4ba0-97a0-eb58d0a60c2d,Saumya Kaul,saumya_kaul@gmail.com,1513516078,Jaipur,2023-03-30,False,Italian,13,3.49
72b72b83-6efb-4651-8974-47a03b3230fa,Unnati Suri,unnati_suri@gmail.com,+917368723595,Ballia,2023-11-16,True,Mexican,40,4.65
c76a5d53-0326-4969-8129-ed1c24a14e24,Abha Bera,abha_bera@gmail.com,+912889162661,Silchar,2021-02-24,True,Asian,20,4.93
15e34e6b-957d-4d21-98f6-179dcef6356f,Chavvi Rao,chavvi_rao@gmail.com,+913683091927,Naihati,2024-05-10,False,Italian,14,4.47
744eefd8-24d5-408e-821c-2e2e7916b654,Henry Bava,henry_bava@gmail.com,04565620404,Kishanganj,2023-11-12,True,Mexican,22,4.72
b467db19-0994-499a-bb67-b12dc032b100,Balhaar Om,balhaar_om@gmail.com,+911890330519,Satara,2020-08-14,True,Italian,33,4.06
1a6f599d-78fc-4bfe-b025-fba403af3b6c,Abhiram Lanka,abhiram_lanka@gmail.com,5976763180,Bettiah,2023-02-26,True,Indo-Chinese,93,5.0
e3de073b-4114-4c5f-b5a4-58445b923c1a,Sneha Salvi,sneha_salvi@gmail.com,2136800575,Muzaffarnagar,2024-10-22,False,Indian,53,4.87
5d2b0e92-a7c7-491d-8146-fb67acf99548,Ishani Sinha,ishani_sinha@gmail.com,+915842777669,Katni,2023-06-01,False,Asian,64,4.91
1fc49743-42ed-4859-ab92-b7e5ea69bff4,Hardik Aurora,hardik_aurora@gmail.com,8732333081,Chittoor,2021-04-17,False,Indian,18,3.18
a7d97208-06ce-42f4-af43-483aa799b5f4,Sai Dubey,sai_dubey@gmail.com,6131283149,Nizamabad,2023-08-10,True,Asian,79,4.17
8398ca85-990f-4d2b-aa43-6f15153e59f1,Gaurang Kohli,gaurang_kohli@gmail.com,9600006479,Guntur,2021-03-21,False,Indo-Chinese,64,4.33
c24d9e92-bd04-465d-b3ca-ce6fb0e39a91,Yashvi Cheema,yashvi_cheema@gmail.com,06429872401,Bhilwara,2020-11-22,True,Indo-Chinese,82,3.02
53cb1e1c-cad2-48e7-97b6-21c01532b174,Abhiram Lad,abhiram_lad@gmail.com,05273727555,South Dumdum,2024-08-19,False,Chinese,20,3.48
03cbdb21-5dd6-4d20-9c49-0d48ebdfa03d,Nihal Goswami,nihal_goswami@gmail.com,7402608187,Mehsana,2022-06-15,False,Chinese,19,4.3
12d1929f-e61e-4a26-8ae4-bd022666f189,Kritika Solanki,kritika_solanki@gmail.com,7333183220,Ongole,2024-12-11,True,Mexican,85,3.17
984fc2c3-61a0-4f5e-9223-bd61e82c0076,Pranav Tailor,pranav_tailor@gmail.com,7159749013,Madhyamgram,2021-12-08,True,Italian,47,4.84
b1a909d0-b891-4ea3-a8ee-cbf5818dda8f,Abdul Chakrabarti,abdul_chakrabarti@gmail.com,08702186622,Kumbakonam,2021-03-23,False,Chinese,62,4.4
17a68d05-d4cd-46d3-8d03-7061d0af7c05,Anthony Konda,anthony_konda@gmail.com,8994794056,Ludhiana,2023-09-10,True,Italian,90,4.36
391333fa-41ac-41ca-8f4b-3c842a43b98d,Zayan Bhatia,zayan_bhatia@gmail.com,+915901063492,Bhiwandi,2020-04-03,False,Asian,57,3.95
4f26d6f3-0ee4-4543-b806-9f3b17c43734,Raagini Balay,raagini_balay@gmail.com,5751744373,Karaikudi,2023-10-12,True,Mexican,86,3.42
134fd349-51ca-4772-956f-2a9d50685e0a,Barkha Dugar,barkha_dugar@gmail.com,+915936273388,Miryalaguda,2024-11-15,True,Chinese,25,3.3
2889cb8b-39bb-4c5b-a7ed-eee96959425e,Nachiket Chokshi,nachiket_chokshi@gmail.com,07118982849,Panihati,2023-07-01,True,Italian,85,4.5
0dabd199-302f-4627-9dcb-c8cad23fa8ce,Darsh Mammen,darsh_mammen@gmail.com,05295020605,Begusarai,2020-06-03,True,Indo-Chinese,24,3.9
8a677954-376f-4df3-be0f-3868889b52ba,Dalbir Venkataraman,dalbir_venkataraman@gmail.com,8534816672,Coimbatore,2020-10-05,True,Mexican,83,3.57
eb1c66ce-b908-4ff5-9704-64a56b38ec34,Eshana Chand,eshana_chand@gmail.com,07327590033,Bokaro,2021-06-05,True,Indian,62,3.95
8e48b3f0-4f7a-42f9-971d-3a41cc1522c4,Tanay Sahni,tanay_sahni@gmail.com,09255553784,Narasaraopet,2023-04-10,True,Mexican,84,3.61
40edf1a7-3232-477d-91a1-8111ebc7316a,Gaurika Sangha,gaurika_sangha@gmail.com,4112447924,Gudivada,2020-08-13,True,Indian,70,3.6
ff92a013-8a5f-41cf-b7a0-434c93e7aa75,Avni Arora,avni_arora@gmail.com,05038531327,Indore,2023-07-29,True,Indian,26,3.44
ee4c811c-a06a-4d41-ad68-48c09aeb067d,Kalpit Sekhon,kalpit_sekhon@gmail.com,01928002315,Bhiwani,2024-10-13,False,Asian,63,4.6
0d0094ab-70c6-4b5b-b7bb-291d7f608261,Upasna Sehgal,upasna_sehgal@gmail.com,+910436763210,Saharanpur,2020-10-29,False,Mexican,93,4.07
30685c76-02f8-48ff-bc36-3dcb4ea82efb,Kritika Wagle,kritika_wagle@gmail.com,+910382191028,Bangalore,2020-12-23,True,Indo-Chinese,61,4.41
e7c6a478-9d0c-48f9-8e6a-efc5b630ea85,Agastya Varty,agastya_varty@gmail.com,9637918167,Chennai,2023-05-21,False,Chinese,27,4.21
0e3c3bb0-cee4-469f-9aeb-e577177b7ee5,Ethan Char,ethan_char@gmail.com,+911630575316,Coimbatore,2020-02-18,True,Indo-Chinese,98,3.87
5d22d41f-ebf6-47da-b906-281b2afdaa1d,Upkaar Purohit,upkaar_purohit@gmail.com,+919004721160,Mira-Bhayandar,2022-02-11,True,Mexican,40,4.99
39ef97f7-af55-4abe-a0b9-c9f74a2833a7,Mugdha Saini,mugdha_saini@gmail.com,01738866115,Bhind,2021-12-20,True,Indo-Chinese,75,4.37
64302ca9-efb9-44ae-8e6a-704ddd9d0086,Siddharth Narayan,siddharth_narayan@gmail.com,2130483828,Karawal Nagar,2020-04-28,True,Italian,39,4.02
67ebe1bb-a2f1-43c8-8a6a-c33a3c45557b,Jalsa Nadig,jalsa_nadig@gmail.com,4552982207,Anand,2021-06-01,True,Indian,29,3.32
13e667a9-c64f-4b16-8de0-3f347fd09552,Omaja Salvi,omaja_salvi@gmail.com,3659092990,Bharatpur,2024-09-13,False,Indo-Chinese,100,3.68
03794344-25d7-479c-b499-19d76a82348e,Oviya Bora,oviya_bora@gmail.com,0948792086,Singrauli,2021-04-21,True,Mexican,57,4.59
58c74a5b-d9e7-4a6c-be86-d49f47caf522,Bishakha Kala,bishakha_kala@gmail.com,3481946840,Mirzapur,2024-01-28,True,Asian,40,3.45
35b8eda2-e8d7-4aac-a0e6-3e94fe454074,Pooja Wali,pooja_wali@gmail.com,01761992163,Kishanganj,2024-02-07,True,Indo-Chinese,22,3.51
5abf8c26-6b01-4c13-bd10-7b2df373ad3c,Warjas Om,warjas_om@gmail.com,+918040623402,Farrukhabad,2021-01-23,False,Mexican,100,3.17
1cc9bc7d-ea1c-43d8-adbe-615b04b3d862,Bhavika Arora,bhavika_arora@gmail.com,06929278639,Vadodara,2022-04-28,True,Mexican,16,4.55
38486351-28d5-45cc-ba72-aae429a7e8e4,Mitali Dey,mitali_dey@gmail.com,+914542506508,Warangal,2021-12-20,True,Italian,12,3.24
99bd8921-5198-4e16-95a2-e93a5725c699,Lakshit Ganesh,lakshit_ganesh@gmail.com,07888837881,Ujjain,2022-04-19,True,Italian,49,4.73
9fd3947c-737b-4495-a928-3f70ca67e964,Amol Dua,amol_dua@gmail.com,+911911427283,Kharagpur,2022-09-30,True,Chinese,55,4.75
7a74251c-7572-46a1-aac2-b55cbd162157,Krisha Sane,krisha_sane@gmail.com,09967459785,Bongaigaon,2022-01-17,True,Asian,27,3.07
ddd9684f-7e73-4364-88f9-0702cd66a6b5,Abhiram Kannan,abhiram_kannan@gmail.com,6905886817,Korba,2021-05-23,True,Indian,35,3.5
3397939e-f15a-4a15-afe3-0d402791b711,Dev Butala,dev_butala@gmail.com,0509830148,Varanasi,2021-07-19,True,Mexican,43,4.71
61d5faad-9cef-4c56-8d37-9980fea658ab,Tristan Narula,tristan_narula@gmail.com,+918653221162,Phagwara,2020-02-08,False,Indo-Chinese,60,4.84
dcea5311-b369-4fdf-8e36-7b8acb63b157,Sai Kara,sai_kara@gmail.com,+918881322627,Faridabad,2021-03-22,False,Indo-Chinese,25,4.1
cd719ecf-33e2-462e-84a0-6b2175fe69b1,Timothy Ravi,timothy_ravi@gmail.com,7834549726,Bhimavaram,2023-09-26,False,Asian,27,4.97
1286b034-60fe-4349-9755-df32849f9bc2,Zansi Chandran,zansi_chandran@gmail.com,+910313646905,Firozabad,2024-01-30,True,Mexican,54,4.5
58b872a9-8015-4140-b7a8-26af50ff0f7f,Omya Dua,omya_dua@gmail.com,7013035178,Pudukkottai,2022-09-24,False,Italian,4,4.71
195505ca-0cf9-481f-ab0b-48e73cd345e4,Saksham Yadav,saksham_yadav@gmail.com,2389598106,Shahjahanpur,2020-03-26,True,Chinese,10,3.53
5c45d100-acce-4067-bcd0-bc0aceac184d,Ekiya Mitter,ekiya_mitter@gmail.com,4545522074,Siliguri,2022-01-09,True,Italian,7,3.81
0064cfad-9368-4e3a-b6b4-7acd15226429,Chandresh Borra,chandresh_borra@gmail.com,4997877631,Hubli–Dharwad,2023-01-07,True,Indian,34,3.7
c86e1e40-27db-40a0-993f-4ff7aa91d4c3,Simon Majumdar,simon_majumdar@gmail.com,04289050629,Raiganj,2024-04-04,False,Asian,65,4.65
21958990-e98c-4748-ae0e-d4bd26eee442,Caleb Hari,caleb_hari@gmail.com,+913638706866,North Dumdum,2021-03-22,False,Indian,86,3.46
9e161679-7e19-4536-92a4-29d4f6045b59,Rishi Doctor,rishi_doctor@gmail.com,04456105816,Bangalore,2020-04-30,False,Indian,92,3.75
bd5b6c4a-78b1-428a-ae34-4fd820fb19e0,Ekansh Dey,ekansh_dey@gmail.com,+915430791419,Sikar,2024-12-11,False,Mexican,15,4.48
6cc18b6e-c4e6-451f-894c-5fb56d88d906,Upma Saini,upma_saini@gmail.com,+915489929566,Dhanbad,2022-04-02,True,Asian,76,4.19
deedb7a6-2cf4-41d2-827a-e1b66841e2ae,Wishi Deo,wishi_deo@gmail.com,09659742335,Aurangabad,2021-02-02,False,Italian,11,4.53
96894d8f-1169-4c6d-b6dd-7225c3bd2f5d,Nirja Patla,nirja_patla@gmail.com,3137204670,Indore,2024-07-15,False,Mexican,12,3.05
f124f50f-4541-4d2d-b739-f596dcc11d7e,Warinder Peri,warinder_peri@gmail.com,+911191450340,Hubli–Dharwad,2022-07-13,True,Indo-Chinese,40,4.65
77e68d15-ad47-48c6-96ed-1c91f7623e16,Jason Prabhu,jason_prabhu@gmail.com,0967160833,Hajipur,2024-08-05,True,Mexican,70,4.71
d3a4f63a-f2c1-44ca-9ed5-9a596c4ed4c3,Yagnesh Dutt,yagnesh_dutt@gmail.com,+915816018308,Belgaum,2024-07-25,True,Chinese,64,3.95
670bdc3d-f5de-449d-8e2a-1a183cbfa815,Avni Warrior,avni_warrior@gmail.com,+914735568850,Ghaziabad,2023-11-24,False,Indo-Chinese,13,4.77
7484cb5b-d0e9-455f-9751-5842d8c79376,Akshay Pillay,akshay_pillay@gmail.com,08352906685,Dewas,2021-07-03,True,Indo-Chinese,71,3.99
85e99877-bd05-4cac-998b-3889661ebed4,Raagini Hans,raagini_hans@gmail.com,+918128614988,Munger,2021-03-01,False,Chinese,60,3.06
53aacad7-602c-471e-adf5-38c0743f5a3d,Januja Biswas,januja_biswas@gmail.com,04634062267,Sambalpur,2023-12-22,True,Asian,56,4.43
bfbd48bf-e21f-4fbe-8fc5-074bb56b1268,Indali Dubey,indali_dubey@gmail.com,+917547663332,Alwar,2022-12-06,True,Indo-Chinese,67,4.92
dba12858-6709-4c14-8547-d8545f469982,Varenya Mallick,varenya_mallick@gmail.com,+913001471778,Bhilai,2021-03-02,False,Indo-Chinese,74,4.81
2b0ea571-c89d-4efc-a24a-65e7a700a6fa,Chakradhar Shetty,chakradhar_shetty@gmail.com,08078448510,Gudivada,2023-05-31,False,Italian,30,4.91
d56cba8d-e8ae-4ecf-9899-931157a97987,Raksha Chaudhari,raksha_chaudhari@gmail.com,00231649954,Bally,2020-09-24,False,Indian,71,3.97
f7ded53f-0bb3-46a2-90cf-a45b0d2de4df,Yahvi Nagy,yahvi_nagy@gmail.com,03156244130,Bijapur,2021-06-12,False,Italian,52,4.63
b83ab326-f187-4d8a-9ff0-d9ec95d6d3e8,Omisha Sharaf,omisha_sharaf@gmail.com,05768637045,Rewa,2023-11-30,False,Indo-Chinese,21,3.48
84369965-de4b-47d1-8d14-3a44c164622e,Wakeeta Soman,wakeeta_soman@gmail.com,+916377644935,North Dumdum,2020-11-09,True,Mexican,83,4.94
96eaaa81-d5b1-4b8b-a5de-ae449b1a5089,Agastya Bahri,agastya_bahri@gmail.com,0539116212,Bikaner,2022-03-01,True,Chinese,30,3.01
6016875d-dcdd-4551-8102-c41b5c1fa393,Gavin Menon,gavin_menon@gmail.com,08419082275,Dehradun,2024-02-14,False,Mexican,21,4.08
4e75d0f6-fc8f-4611-8eb2-ad2a5ace3499,Lucky Sengupta,lucky_sengupta@gmail.com,03337273841,Khora ,2020-10-11,True,Asian,93,3.96
f9c0cef5-1e56-4877-b413-e77b045113e0,Panini Baria,panini_baria@gmail.com,2769742317,Jodhpur,2023-04-02,False,Indo-Chinese,34,3.97
38d483c1-3f75-4dbf-a6f5-42c53e2d6228,Unni Arya,unni_arya@gmail.com,6313520964,Navi Mumbai,2024-02-23,False,Italian,15,3.25
bd7395c2-49a0-479c-bc11-4e723c722b3b,Suhani Prakash,suhani_prakash@gmail.com,2674870380,Karnal,2021-11-28,False,Indian,26,4.89
76995099-50ce-429c-899d-270803e81345,Mugdha Nori,mugdha_nori@gmail.com,06796098150,Bilaspur,2023-05-05,True,Mexican,44,4.44
152368bc-2f34-44bf-91e5-6c04208b76db,Jason Muni,jason_muni@gmail.com,+912058480546,Amroha,2023-12-24,True,Indo-Chinese,61,3.97
9072d1ed-8665-4497-a8fd-a97108d2df16,Gunbir Ganesh,gunbir_ganesh@gmail.com,+912324516287,Chandrapur,2023-11-18,True,Asian,50,3.21
d20e2007-6fc5-4027-8adb-3a59b32d6ae8,Indira Ravi,indira_ravi@gmail.com,+910306875862,Gandhidham,2021-03-22,False,Chinese,86,3.52
c263734a-5265-4896-bc3b-80225f2c2cae,Mason Suresh,mason_suresh@gmail.com,+912262968737,Morena,2020-09-09,False,Chinese,52,3.54
7bbff502-cc73-4a72-a786-52cfa0fb3616,Gopal Chaudhry,gopal_chaudhry@gmail.com,08471830256,Katihar,2021-05-18,False,Indian,81,3.78
786cc185-fb93-404f-8d92-e91d3e18ed3f,Yasti Basu,yasti_basu@gmail.com,+911831872703,Bardhaman,2021-05-16,False,Indian,54,3.36
d759e43d-dec8-4358-bd4d-2695252ea091,Yashodhara Lala,yashodhara_lala@gmail.com,+910826570404,Alwar,2023-09-10,False,Asian,79,3.06
0dab843d-0754-478d-aacf-c4e4d4b53a86,Nilima Dhar,nilima_dhar@gmail.com,+912390473401,Shahjahanpur,2022-03-13,False,Chinese,97,4.31
7301625d-47af-467c-b726-024551c609c5,Harish Mistry,harish_mistry@gmail.com,8118616200,Hindupur,2022-02-25,True,Indian,24,3.59
e7d52735-df91-4313-83c4-778339c94cc8,Dakshesh Bhalla,dakshesh_bhalla@gmail.com,+919698145394,Sangli-Miraj & Kupwad,2020-05-09,False,Italian,56,4.88
4026e10d-bb38-4051-9c96-1085ff93372d,Abha Saxena,abha_saxena@gmail.com,05432656970,Giridih,2021-03-14,True,Indian,46,4.82
83eaf2d1-0d11-405a-8129-34c619d7ab5d,Ayaan Roy,ayaan_roy@gmail.com,2341173591,Pudukkottai,2024-07-29,True,Mexican,95,3.78
db0ee068-5be6-41e3-a5f8-36f2e35d53d8,Umang Dara,umang_dara@gmail.com,01058814284,Nashik,2021-09-07,False,Asian,18,4.11
60c66ca7-1097-4488-bf64-be37f62ca39f,Hiral Datta,hiral_datta@gmail.com,+914291326740,Ratlam,2020-10-28,True,Mexican,7,3.63
f0a5d88d-329b-4ab1-a07e-ae202c6823c0,Yashodhara Comar,yashodhara_comar@gmail.com,07085881037,Hindupur,2020-03-05,False,Italian,50,4.52
3d149a14-2c7d-4688-8f54-4585f69c0835,Damini Bail,damini_bail@gmail.com,7238308001,Pudukkottai,2020-02-05,False,Chinese,88,3.81
abdb61ac-62ab-49f2-9bc6-62a0b3638c85,Anita Sane,anita_sane@gmail.com,7241855538,Ramagundam,2021-08-22,False,Chinese,11,3.06
2fb65a0d-d595-499a-b3b2-83fba3dd1503,Jairaj Sachdeva,jairaj_sachdeva@gmail.com,+914712544356,Loni,2024-08-04,False,Italian,93,3.81
e9f89df4-27fd-4c74-b6e9-5b68bc59cc5f,Zansi Singhal,zansi_singhal@gmail.com,05326329094,Meerut,2024-06-29,True,Indo-Chinese,86,3.05
27a1a20f-c86d-4fa2-9674-54e9c521bd78,Shravya Raghavan,shravya_raghavan@gmail.com,7740011382,Phagwara,2020-09-19,True,Chinese,52,3.57
207892bd-5a09-4044-be2a-ab35a323fb4b,Divya Khurana,divya_khurana@gmail.com,02317064895,Mira-Bhayandar,2022-02-06,True,Italian,62,3.91
a209e240-6288-405f-a40e-0b2944eacc6a,Garima Singh,garima_singh@gmail.com,08054711603,New Delhi,2020-11-12,True,Indo-Chinese,4,4.75
b5537093-835c-4d58-975e-7ff8404ace76,Naveen Malhotra,naveen_malhotra@gmail.com,+915730756521,Hubli–Dharwad,2024-08-24,True,Indian,49,4.81
7829e59a-6fa5-42bb-8b43-804eef9266d7,Chakradev Thakur,chakradev_thakur@gmail.com,0139573171,Bally,2021-01-14,True,Indo-Chinese,100,3.55
afff7ea5-8312-48b3-9913-e9fe5175e43f,Ria Aggarwal,ria_aggarwal@gmail.com,02575547185,Bhilai,2020-08-02,False,Chinese,60,4.43
220026c3-4c9d-4965-b546-810f4d3efbf1,Andrew Ramanathan,andrew_ramanathan@gmail.com,+917387041259,Phusro,2022-02-18,True,Asian,81,3.1
35083601-b565-426f-95af-45c2977d1ab5,Harini Krishnan,harini_krishnan@gmail.com,2600853557,Kavali,2020-02-21,True,Chinese,94,4.59
8d7a82f9-dae0-4ef2-862e-9328640ad68e,Keya Misra,keya_misra@gmail.com,09107071512,Alwar,2021-03-13,False,Italian,49,4.18
fcaf4808-b00d-41a2-a70f-33549b4f1d68,Zashil Kunda,zashil_kunda@gmail.com,4536023450,Jaipur,2021-05-24,True,Chinese,96,3.2
4c55bbb0-8bdb-4a6c-bc6a-2f6a93c52fdf,Damyanti De,damyanti_de@gmail.com,02082470177,Ambala,2021-01-29,True,Italian,39,4.31
ff044cee-9d3c-4e14-bd69-13c65e428450,Diya Sahota,diya_sahota@gmail.com,03733996837,Kadapa,2023-10-27,False,Asian,97,4.92
0b8ae372-fcda-4334-99de-c43c4923b4a6,Harinakshi Cheema,harinakshi_cheema@gmail.com,+911333226391,Bokaro,2022-07-12,False,Mexican,23,4.2
ae8a8e2a-6eeb-4dc8-8164-3f7bcf860269,Nilima Badal,nilima_badal@gmail.com,06527848783,Miryalaguda,2022-05-15,True,Chinese,55,4.51
e55a1fea-d86b-48a8-b47a-51f6e8433a15,Hredhaan Chokshi,hredhaan_chokshi@gmail.com,08518657654,Bhagalpur,2023-02-20,True,Italian,12,4.82
c6d4dd80-a83c-4381-9717-77f8292b2e67,Triveni Karan,triveni_karan@gmail.com,0438696229,Ahmednagar,2022-12-08,False,Indo-Chinese,67,4.41
61cee0f4-0b2c-4c66-b729-b277834e526a,Liam Babu,liam_babu@gmail.com,+914127296667,Guwahati,2020-06-20,False,Indian,81,4.98
483a1c06-d4c7-4f0d-a078-6849e4e21252,Zansi Banerjee,zansi_banerjee@gmail.com,+919562375195,Hajipur,2020-11-09,True,Asian,56,4.18
6c059432-6e34-46c6-9de9-c6ce21ece4bc,Tanveer Brahmbhatt,tanveer_brahmbhatt@gmail.com,9248758883,Nangloi Jat,2023-01-12,False,Chinese,44,4.56
6b65a9a7-3f9e-4675-b6d2-866a1338cc0c,Ekantika Basu,ekantika_basu@gmail.com,08552225240,Kadapa,2023-09-24,True,Indo-Chinese,77,4.07
11ad802b-28ef-49f7-a93d-3e653fcc2cff,Aryan Kapur,aryan_kapur@gmail.com,00942655159,Singrauli,2023-10-14,True,Asian,77,4.21
